Order ID,Order Date,Region,Product Category,Sales Amount,Quantity Sold,Discount (%),Profit,Profit Margin
d73de466,09-11-23,North,Groceries,1923.41,21,36,1102.13,57%
a40db388,21-04-23,South,Clothing,1223.13,17,30,1512.77,124%
bf1ed0d7,12-12-23,South,Electronics,1650.09,31,30,89.97,5%
5f3ccaa9,03-09-24,East,Groceries,453.96,30,33,1455.15,321%
329c66b7,29-06-23,East,Sports,4309.36,31,7,1537.48,36%
bdd041a7,19-09-23,North,Groceries,644.50,46,39,892.64,139%
80f545db,08-06-23,North,Furniture,2648.77,30,18,308.19,12%
4e3c8024,10-05-24,South,Sports,2893.19,4,49,1143.15,40%
eb24ecc5,26-04-24,South,Clothing,620.91,13,11,1607.90,259%
f3e04392,16-12-22,East,Groceries,3226.62,40,33,748.90,23%
a74c977f,22-05-23,East,Furniture,2190.18,20,34,361.78,17%
a22f3711,04-11-23,North,Furniture,1999.25,8,29,911.69,46%
fefcfe55,03-12-23,West,Electronics,2705.91,49,50,1755.20,65%
507786df,30-06-23,East,Electronics,899.21,34,37,1805.73,201%
e9e67f2d,16-03-23,West,Electronics,4674.39,31,3,304.47,7%
3c0490bd,30-09-24,West,Electronics,4807.62,1,50,50.27,1%
971ded8a,06-06-23,East,Clothing,4897.24,31,10,613.87,13%
3747323c,17-02-23,North,Sports,2496.88,32,18,1043.77,42%
27986651,12-04-24,East,Electronics,4927.49,16,46,310.49,6%
4fd09d62,10-04-24,North,Furniture,468.24,18,36,1166.62,249%
b22552d3,20-02-24,South,Groceries,2619.27,9,14,772.72,30%
21456210,05-09-23,North,Electronics,168.37,19,44,10.78,6%
823fd645,23-05-23,North,Electronics,3750.54,24,37,259.21,7%
b407768f,25-02-24,South,Clothing,2348.12,48,33,1730.90,74%
a1714175,08-06-24,West,Electronics,4819.44,13,27,1848.62,38%
cc120327,09-05-23,South,Sports,441.22,43,24,436.65,99%
bac920bf,06-07-23,East,Electronics,3205.64,21,36,987.27,31%
10f25169,05-01-23,North,Furniture,4014.66,26,3,796.65,20%
83222da5,19-11-23,East,Clothing,1213.03,26,26,1169.32,96%
7e0f0855,27-01-24,East,Electronics,4097.43,40,28,1921.63,47%
7e7de194,24-08-24,East,Groceries,4619.38,2,29,308.64,7%
a998aad4,10-05-24,North,Sports,1006.62,50,21,1134.71,113%
e2daec73,13-07-24,East,Groceries,4965.26,44,6,1360.23,27%
73af8ca4,10-07-23,East,Furniture,1023.70,6,46,971.14,95%
b5d22db1,27-12-23,North,Furniture,1677.17,38,37,561.43,33%
e22d372f,15-11-24,West,Electronics,1396.36,1,37,389.28,28%
34ce1665,27-08-23,East,Sports,1755.61,19,12,1282.05,73%
a5029e4c,10-01-23,North,Furniture,3135.15,42,44,788.46,25%
59b68ad8,21-02-23,West,Clothing,128.58,1,3,299.42,233%
d541f859,13-12-22,East,Groceries,1164.88,42,24,717.48,62%
342d08c2,09-05-23,East,Sports,3227.11,43,49,640.62,20%
ea55cb2b,21-07-23,East,Electronics,3444.45,4,13,1816.62,53%
f6817a94,11-07-23,North,Clothing,868.10,35,41,276.49,32%
9576cf0a,11-07-23,West,Sports,1876.98,34,50,1779.00,95%
02cfa194,22-11-23,North,Groceries,1003.59,37,20,1398.75,139%
43100c2f,26-10-23,South,Furniture,4859.71,20,12,1425.42,29%
828b79e9,19-11-22,North,Groceries,1094.95,1,9,1259.64,115%
ab1addcf,23-11-23,South,Furniture,3356.41,9,40,1945.60,58%
23ee7364,29-04-24,North,Electronics,718.33,9,43,474.76,66%
445dbc31,23-03-23,South,Clothing,990.22,28,8,1818.72,184%
140b734f,16-04-24,South,Furniture,3721.56,33,16,1847.47,50%
cdc980a6,03-11-24,North,Clothing,4362.19,25,20,290.37,7%
e1945db0,06-10-23,West,Clothing,715.72,2,18,416.51,58%
bf4425a6,13-11-23,North,Electronics,2478.89,15,48,1843.45,74%
2701fd7c,03-03-23,West,Sports,3936.66,40,9,39.24,1%
4c4068b1,23-06-24,West,Clothing,3245.69,16,49,1809.73,56%
ea0b98f8,06-01-23,South,Electronics,1254.57,7,18,147.32,12%
53f0f488,26-08-24,South,Furniture,1037.16,49,36,425.24,41%
89e81894,03-03-24,South,Electronics,1942.19,3,36,755.40,39%
58557a81,21-08-23,South,Furniture,1344.14,27,24,391.40,29%
ba79964d,13-08-24,North,Sports,4522.67,33,9,1460.56,32%
b4d3fb0d,06-04-24,East,Clothing,572.32,16,27,881.66,154%
babec3c4,30-09-23,South,Electronics,3223.34,8,47,145.26,5%
38d68160,05-09-23,East,Electronics,784.37,15,7,153.91,20%
3937850,05-06-24,South,Furniture,3109.05,30,17,1934.57,62%
1b7bef4b,31-01-23,North,Electronics,1190.59,49,31,455.55,38%
78ea07d8,24-04-24,East,Groceries,4020.73,31,50,122.40,3%
b2aa8122,16-08-23,North,Sports,4770.42,23,35,1375.09,29%
d8ddac7c,12-02-24,West,Sports,3501.33,17,39,700.39,20%
0ccefef5,01-01-24,North,Clothing,2036.22,45,45,318.29,16%
e6eb9b68,27-04-24,South,Clothing,3689.03,48,1,319.06,9%
3a964d2f,06-03-24,South,Clothing,3674.59,4,10,125.49,3%
8f482c7a,05-02-23,West,Electronics,1963.89,48,33,831.46,42%
6a1f8a77,30-03-24,East,Sports,585.04,6,20,1320.94,226%
a59e0918,22-03-23,East,Electronics,156.09,10,30,1580.47,1013%
7f52516a,23-08-24,South,Groceries,2250.55,30,26,1759.81,78%
385d3966,30-08-24,East,Clothing,4255.59,20,8,230.39,5%
fe31a5e7,04-04-24,North,Groceries,149.54,14,20,1164.07,778%
9ffa311d,03-10-23,South,Sports,2772.06,44,47,194.14,7%
057574a2,30-05-24,South,Sports,4177.61,29,37,1970.17,47%
d4f13469,17-07-23,South,Groceries,2134.53,39,5,481.83,23%
66aebe90,18-01-23,South,Electronics,4207.33,14,10,343.44,8%
f6f9d475,08-03-23,South,Sports,3947.07,4,47,937.33,24%
433a6101,06-09-23,North,Furniture,328.45,31,6,827.41,252%
a01a8322,28-10-23,South,Groceries,3483.66,15,47,1935.92,56%
52d02a02,02-02-24,East,Groceries,4797.65,23,2,1083.06,23%
3b2a5547,03-06-24,North,Sports,2214.63,44,40,559.43,25%
80d9a47e,20-05-23,North,Furniture,1101.95,22,29,411.07,37%
d5b8078a,08-02-23,West,Furniture,1356.32,47,40,1078.63,80%
09a9b895,24-07-23,South,Groceries,4350.81,28,17,1813.26,42%
45f08403,06-12-22,South,Sports,3843.87,23,35,740.16,19%
1a6525d0,03-02-24,South,Clothing,1421.15,44,29,1661.02,117%
e8184147,05-04-24,East,Sports,4327.33,7,42,118.37,3%
e70d5814,18-05-23,South,Sports,3898.61,26,15,944.31,24%
65847f4b,18-01-24,North,Furniture,3768.29,43,15,1534.97,41%
079ca949,06-02-23,East,Groceries,162.46,11,47,1863.99,1147%
f254757e,29-06-23,East,Clothing,4757.42,13,47,741.02,16%
b8c29f3a,17-05-23,North,Clothing,572.09,47,10,1989.16,348%
99cd7f97,27-08-24,North,Sports,232.87,25,12,127.12,55%
d191618a,01-01-23,North,Furniture,1226.76,31,28,1792.36,146%
e756ffcf,03-12-22,South,Electronics,2838.52,2,6,1253.80,44%
762fdc58,25-03-24,South,Sports,1870.44,33,12,1635.84,87%
483719c1,25-04-23,South,Sports,603.21,30,18,966.86,160%
621f90f7,29-07-23,East,Clothing,3856.69,1,15,1956.89,51%
8a85f6a5,09-03-24,West,Sports,2317.06,16,33,88.54,4%
ee58e343,08-08-24,South,Electronics,3308.02,44,48,1334.64,40%
a54a4966,27-07-23,South,Groceries,4304.01,6,9,392.35,9%
18500000,30-06-23,East,Clothing,3684.64,33,37,1001.06,27%
560a63a5,12-05-23,South,Groceries,4223.14,18,41,971.00,23%
a7761ded,25-11-22,South,Clothing,3864.52,46,16,1979.92,51%
e191a4c8,29-11-23,West,Electronics,3433.48,27,20,1084.70,32%
d8dbbb74,20-10-23,North,Furniture,717.28,20,46,1143.34,159%
21aa59a3,31-01-23,East,Furniture,3358.30,11,28,586.18,17%
d83e91c6,01-06-24,South,Electronics,3392.79,10,20,41.62,1%
c09e06de,04-12-22,South,Electronics,2344.38,21,39,10.25,0%
afad1207,29-06-24,East,Furniture,3053.62,17,24,1101.87,36%
2f1369b8,30-05-24,East,Electronics,2082.46,3,41,807.32,39%
2def638d,27-10-23,East,Groceries,393.85,16,43,795.35,202%
9468c0ba,21-07-23,East,Groceries,1527.85,16,23,655.84,43%
c4df7331,27-10-23,North,Furniture,1336.82,31,4,1051.50,79%
3d6b12b9,03-11-24,West,Electronics,2301.16,14,34,505.12,22%
0e9d617d,08-01-24,North,Electronics,4427.05,27,20,530.61,12%
9ac105e4,09-07-23,East,Furniture,1303.48,5,32,243.74,19%
62e5e17c,23-03-24,South,Clothing,191.14,1,20,1991.61,1042%
7dd79697,03-10-24,North,Sports,3737.58,34,34,1764.51,47%
88fac09c,03-02-23,East,Clothing,2511.24,40,24,645.36,26%
2f7cee48,07-09-24,North,Clothing,4455.44,12,13,272.15,6%
9a07203e,12-10-24,West,Electronics,3067.32,13,13,590.93,19%
d60f051d,07-10-23,South,Groceries,1375.71,32,4,466.40,34%
4a0a9dd4,13-05-24,South,Electronics,3755.51,34,29,942.56,25%
4ab4fe7e,12-01-23,East,Electronics,4889.93,18,12,1622.88,33%
f317ed51,30-12-22,South,Clothing,137.62,1,41,973.19,707%
a982e682,26-12-22,West,Sports,487.98,1,27,186.18,38%
c52fee59,17-12-23,South,Groceries,3253.76,7,7,1370.68,42%
e8221919,22-09-23,West,Sports,266.07,31,28,162.22,61%
3d87f467,13-12-23,West,Electronics,3033.79,5,47,427.74,14%
edae3945,18-02-23,South,Groceries,4368.24,15,17,88.18,2%
448eb47d,04-07-23,West,Electronics,4943.18,23,45,1194.83,24%
fab2038b,22-05-24,North,Furniture,288.57,26,23,224.32,78%
09f981d9,12-09-23,North,Groceries,1128.47,39,19,827.52,73%
079b884e,22-07-24,South,Electronics,4579.79,7,42,574.68,13%
12671598,27-05-24,West,Clothing,3312.07,24,43,1359.07,41%
4bbefeb1,07-05-23,South,Clothing,3076.36,33,28,350.44,11%
a8130259,23-09-24,East,Groceries,4708.64,47,25,1313.89,28%
279a1489,27-03-23,South,Sports,1039.68,4,34,1597.05,154%
1acb5875,14-01-23,South,Groceries,4730.28,10,13,1692.18,36%
d451c552,26-07-23,South,Clothing,1193.68,8,33,870.91,73%
932cdb41,25-10-23,South,Electronics,4294.92,16,39,468.76,11%
00d12276,24-06-23,North,Clothing,814.51,31,6,476.40,58%
a3ed5eb4,18-02-24,East,Sports,2645.86,50,20,961.35,36%
4ead22cc,27-02-24,East,Sports,2184.25,35,12,1601.93,73%
b330e404,17-04-23,West,Sports,3854.58,41,17,1921.99,50%
cb4891cf,22-01-23,North,Sports,3986.72,10,21,1048.23,26%
e1d245e6,31-07-24,South,Clothing,4395.31,27,37,943.73,21%
6e8ecbc7,06-02-23,West,Clothing,4477.29,16,14,1492.81,33%
b02e0dd8,08-04-24,South,Electronics,2408.68,28,34,333.00,14%
c4b0ea95,09-04-23,South,Electronics,2353.07,18,10,652.19,28%
4c1b9ccf,21-05-24,West,Electronics,1112.91,13,16,216.38,19%
43270db8,03-09-23,South,Furniture,3552.32,48,1,43.19,1%
d5c537ae,20-10-24,North,Electronics,1357.24,22,45,1220.17,90%
d9c275c5,18-05-23,North,Groceries,2276.84,20,12,1706.41,75%
947ca9b4,13-05-24,West,Groceries,4020.94,48,34,835.85,21%
36d00ce0,08-01-24,East,Clothing,4845.59,5,30,1254.26,26%
e4b891cf,14-04-24,East,Clothing,1580.23,6,3,522.07,33%
5dcbd357,17-03-24,West,Furniture,2322.61,28,9,319.53,14%
01299fdf,19-03-23,South,Groceries,231.26,42,1,1747.98,756%
1748dd66,08-11-24,North,Clothing,4453.91,28,34,191.11,4%
75de28f1,04-02-24,South,Furniture,2442.34,4,30,29.03,1%
fcafca80,25-08-24,South,Clothing,4948.27,26,14,1656.15,33%
65d12f78,22-12-22,South,Sports,4331.84,3,21,805.69,19%
f149d3d2,29-06-24,West,Groceries,4682.37,23,37,1751.81,37%
d84894d7,18-05-23,South,Clothing,1758.71,18,45,1930.78,110%
b07fcea4,16-03-23,East,Electronics,4863.32,30,1,1462.21,30%
c5a3f8dc,13-03-24,West,Sports,3366.39,47,17,1506.81,45%
46fa033e,05-06-23,East,Clothing,1817.29,4,29,1736.74,96%
b55f27ce,27-02-23,South,Electronics,1926.50,12,46,1252.84,65%
0cc965b5,12-10-24,West,Furniture,1217.85,34,17,1886.40,155%
9e86ab58,01-09-23,West,Electronics,4492.39,2,45,891.23,20%
efe09734,30-08-24,West,Electronics,2800.38,24,14,341.00,12%
31dd06b3,11-07-23,East,Sports,2423.49,43,44,1615.30,67%
37b895bf,06-02-24,North,Sports,1420.98,10,38,615.42,43%
fad5612e,29-06-24,South,Sports,1195.25,47,15,1469.37,123%
f41a4ae0,20-10-24,North,Furniture,905.79,33,25,496.70,55%
7f8eeaf6,14-11-23,West,Clothing,3391.89,8,42,1030.20,30%
a6e52686,16-03-24,South,Furniture,4618.49,35,48,299.32,6%
1813d862,20-08-24,East,Sports,4209.94,21,2,240.07,6%
c485f296,16-03-24,North,Sports,2364.48,9,19,714.96,30%
0e86a206,18-08-23,West,Sports,2838.02,42,35,159.92,6%
af22eedb,09-08-24,East,Electronics,3585.99,40,16,1213.96,34%
76b4b7b7,21-01-23,East,Furniture,4057.15,38,46,1086.68,27%
72790eae,03-07-24,North,Electronics,2879.00,35,11,472.97,16%
209fa79e,18-04-24,West,Furniture,3981.73,30,27,929.39,23%
dc34427b,05-08-24,West,Clothing,4767.07,46,30,311.24,7%
dfec60fa,09-08-24,South,Clothing,2323.48,42,17,1705.07,73%
8c8af026,19-09-23,East,Electronics,1065.66,6,38,923.18,87%
edc6bc2d,20-12-23,East,Electronics,1800.61,22,7,1503.79,84%
0,14-08-23,East,Electronics,2963.98,16,4,1304.52,44%
c5241633,15-02-23,North,Clothing,234.41,11,13,555.70,237%
a2153b0b,13-10-23,South,Electronics,686.97,41,28,1121.13,163%
e08b1404,20-09-23,West,Electronics,4297.51,1,25,1916.93,45%
d79ecfbd,29-05-23,South,Clothing,3319.59,21,47,318.70,10%
35456278,13-04-23,South,Furniture,2813.51,21,12,1286.17,46%
be0a313e,03-05-24,South,Clothing,1507.10,49,15,1313.32,87%
98e29cab,10-04-24,North,Electronics,2437.12,38,32,1919.52,79%
08f99c22,20-01-23,West,Clothing,3666.81,11,44,1309.78,36%
ca5018ff,29-12-23,South,Groceries,663.06,35,46,1483.75,224%
ff3bbe8b,28-04-23,North,Sports,227.44,3,48,1292.62,568%
15bb032a,16-07-24,North,Electronics,461.79,6,43,1679.20,364%
d744f0a0,09-04-24,West,Furniture,3544.22,11,28,1059.59,30%
ae8e87cc,10-05-23,East,Sports,1479.86,49,24,421.02,28%
9dbf1086,12-10-24,West,Furniture,3478.09,14,40,1102.24,32%
a394b1df,15-09-24,South,Groceries,2772.68,19,16,964.77,35%
87358d67,20-02-24,East,Clothing,3402.92,33,50,1276.44,38%
79a9307e,15-01-24,East,Sports,3272.23,19,15,427.55,13%
f612b9c0,10-07-23,West,Furniture,1222.76,50,46,44.18,4%
a89b38c0,30-09-24,East,Furniture,3936.04,14,44,1732.10,44%
7abe74ec,18-08-23,North,Sports,4457.15,13,9,196.67,4%
3d17f912,28-01-23,West,Groceries,4430.29,45,43,1648.55,37%
4c202628,23-10-23,North,Furniture,1119.46,35,45,1037.42,93%
ed2b741d,19-08-24,West,Groceries,2512.62,41,10,1117.59,44%
5b208ae7,26-06-23,North,Clothing,4978.15,32,11,446.64,9%
75137379,22-10-23,South,Clothing,1396.94,18,6,998.57,71%
899fb2ae,19-01-23,East,Groceries,2314.30,16,12,42.32,2%
ecee55e9,30-04-23,West,Groceries,259.10,21,23,1444.86,558%
a88d9ca2,27-09-24,West,Furniture,1779.22,37,11,180.62,10%
f551e79e,13-10-23,East,Groceries,4665.82,1,41,259.86,6%
caa4e520,03-03-23,West,Groceries,1043.60,18,17,292.65,28%
b2337353,12-03-24,West,Furniture,2425.34,41,35,1769.89,73%
b3d45910,21-01-23,South,Clothing,219.14,20,0,1768.20,807%
5d2254c6,22-02-24,South,Sports,4735.98,29,23,501.68,11%
5a9c42f1,05-06-23,East,Groceries,3327.60,12,47,942.94,28%
d686cafa,09-11-24,West,Clothing,2156.81,19,38,1845.55,86%
c0f64814,10-05-24,East,Furniture,1543.73,49,20,1001.38,65%
204bd842,12-05-24,North,Electronics,900.88,43,21,259.85,29%
03d69fbc,01-09-23,North,Groceries,4613.57,9,42,1708.34,37%
95ccd668,10-12-22,North,Groceries,3416.19,37,25,658.33,19%
88d6fd7f,28-02-24,West,Sports,2450.53,1,17,1499.13,61%
b7b88fe9,27-06-24,West,Clothing,2135.16,7,16,701.80,33%
4783c075,06-09-24,North,Sports,4304.57,28,13,1863.71,43%
68a63d96,25-09-23,South,Electronics,4782.06,14,20,235.35,5%
ab935e54,11-11-23,South,Electronics,3478.83,13,25,736.00,21%
47ed2dad,17-10-24,North,Electronics,553.11,9,35,216.43,39%
bf82cf98,21-08-24,South,Sports,3938.69,22,41,1015.67,26%
8983bfb7,12-10-24,North,Electronics,2142.14,48,26,488.29,23%
fc7cf658,01-03-23,North,Clothing,3176.95,47,21,1588.98,50%
84c6a563,23-03-23,North,Electronics,4643.45,13,1,1261.87,27%
ce54d65d,14-06-24,North,Electronics,1584.27,14,32,1603.97,101%
9f2423ab,13-05-23,West,Sports,779.70,49,8,915.88,117%
7031606,26-12-22,North,Clothing,122.44,18,8,377.99,309%
e7f65c32,22-12-23,West,Sports,629.25,19,37,1462.21,232%
c8c24dda,15-04-24,West,Furniture,913.95,2,16,855.46,94%
b9272f17,05-11-23,East,Furniture,4180.58,40,10,1644.75,39%
92bdd41e,03-11-24,North,Furniture,195.69,25,30,106.59,54%
5b0e54bd,02-09-23,North,Groceries,544.59,2,23,377.61,69%
05a6c579,25-11-22,West,Sports,1947.08,10,45,769.10,40%
77c75a98,10-03-23,South,Electronics,4648.93,23,45,374.46,8%
26e9b9e0,12-03-24,East,Sports,3597.16,15,33,454.60,13%
41523feb,03-11-23,East,Clothing,3602.98,7,17,128.62,4%
96a74dd5,01-05-23,South,Furniture,524.30,5,13,340.88,65%
50902ec9,02-12-23,South,Groceries,1617.57,36,28,553.50,34%
ceb75d03,20-06-24,East,Furniture,2996.46,11,21,1604.11,54%
80e21d5e,09-09-23,South,Furniture,1729.65,46,35,578.12,33%
f6aaded1,08-12-23,South,Electronics,4962.94,49,1,660.29,13%
d211b3cb,03-02-23,North,Clothing,2089.99,46,35,1694.56,81%
01d6337d,22-12-23,West,Groceries,2962.80,44,5,1654.00,56%
19b3f0ea,29-06-24,East,Groceries,1067.72,40,31,286.75,27%
a051342d,10-04-24,North,Furniture,703.08,32,19,843.47,120%
4492b260,01-01-23,North,Furniture,1583.59,16,40,1123.36,71%
8530307b,09-12-23,East,Sports,2304.05,24,46,563.41,24%
793b375f,16-06-23,South,Clothing,1277.78,19,15,1624.44,127%
eaf34ac7,03-09-24,North,Furniture,432.59,34,25,194.48,45%
01a02d60,13-12-22,South,Furniture,4629.39,42,9,1277.26,28%
e6612808,02-03-24,East,Furniture,1556.03,25,29,404.02,26%
497db4ad,01-02-24,East,Electronics,1552.73,19,1,595.40,38%
5b7c3a68,08-10-24,East,Furniture,706.37,2,10,1503.71,213%
19c5b07f,30-06-23,North,Furniture,3362.77,31,33,1732.07,52%
f01f0812,01-02-23,North,Furniture,520.71,13,32,555.04,107%
5f4637cf,25-11-22,East,Furniture,1003.33,18,44,710.92,71%
6735b820,11-11-23,South,Clothing,1344.45,4,3,1122.75,84%
cf9817a3,09-11-23,East,Sports,1237.27,6,28,1262.42,102%
1d23757b,01-06-24,North,Furniture,1612.11,27,26,111.92,7%
488d35cb,18-12-23,East,Sports,3810.92,18,40,682.59,18%
24973429,20-02-24,West,Sports,3744.64,34,39,250.73,7%
db473c91,26-02-24,South,Clothing,2925.11,10,46,1659.23,57%
08eee81e,21-05-24,South,Clothing,916.39,45,3,1465.24,160%
75c53743,29-09-23,North,Groceries,4246.10,34,25,1359.26,32%
3136897b,07-06-24,North,Groceries,887.65,2,25,1913.95,216%
b0ad0645,09-05-24,West,Sports,3614.20,49,34,1676.25,46%
6144fede,21-01-24,East,Clothing,3600.64,25,6,445.69,12%
5b0e7d2c,27-08-23,South,Furniture,1566.53,28,30,879.19,56%
4d6039e1,24-01-23,North,Clothing,234.62,17,29,817.22,348%
c81f0dfd,26-07-23,South,Clothing,2122.60,24,45,385.28,18%
79448d98,11-09-23,West,Clothing,1440.49,13,20,189.19,13%
f437c5a7,13-06-24,West,Groceries,2572.83,28,17,1922.33,75%
ee383142,20-07-23,South,Clothing,4248.35,14,43,112.48,3%
57024d35,26-03-23,South,Furniture,2817.92,42,10,1531.19,54%
9e340c5e,23-11-23,East,Sports,2403.42,36,1,1954.97,81%
3f3ede71,25-01-24,East,Furniture,2665.81,28,33,1197.34,45%
42e19c93,13-08-23,West,Sports,2086.35,38,24,1393.59,67%
1da016a2,25-06-23,East,Sports,1872.95,23,12,234.97,13%
fd5ca087,20-10-23,West,Electronics,3750.23,50,44,296.00,8%
547894a1,19-10-24,North,Clothing,870.04,19,37,356.29,41%
892723ff,19-05-24,North,Sports,1075.41,45,16,1403.58,131%
fa97def4,29-01-23,South,Electronics,506.69,38,27,1442.18,285%
a86bafbc,15-07-23,East,Clothing,873.61,24,28,545.90,62%
51a01897,22-08-24,South,Clothing,1511.81,45,6,460.81,30%
018d49e6,21-11-22,North,Clothing,2598.04,21,9,866.87,33%
1b865a28,17-12-23,West,Electronics,2450.06,38,27,1529.47,62%
fc856e26,18-12-22,West,Clothing,2846.09,38,42,686.21,24%
9f9535a5,09-07-24,North,Sports,1488.09,33,25,1030.74,69%
d6877d82,13-08-23,South,Sports,2115.97,48,21,1973.05,93%
aab098bd,21-06-24,East,Electronics,4876.94,8,44,1575.73,32%
f88d316a,18-01-23,North,Clothing,2741.33,29,43,774.42,28%
4ee91f92,26-12-23,West,Clothing,2051.67,23,44,1599.75,78%
424f6596,17-07-23,South,Sports,3459.39,12,24,962.60,28%
2260ab6c,18-03-24,North,Furniture,4858.08,39,4,761.71,16%
ec440190,18-08-23,North,Clothing,1448.70,27,40,1663.21,115%
5308d287,17-12-23,North,Electronics,255.52,15,22,1860.97,728%
4ded3bca,18-11-22,South,Clothing,2814.33,26,1,619.33,22%
aeb5e2dd,02-09-24,North,Sports,758.63,21,5,646.28,85%
85affaa8,29-05-24,North,Groceries,2994.78,7,9,548.35,18%
f0e7eed0,22-04-24,East,Furniture,2023.63,44,28,1174.66,58%
515b7b55,13-12-23,West,Clothing,2399.54,21,31,788.04,33%
7359054b,29-11-22,South,Groceries,3374.21,6,0,1209.25,36%
568d471f,05-07-24,East,Furniture,608.05,40,30,591.05,97%
7a4aa2d7,23-06-23,South,Clothing,4077.20,45,5,501.45,12%
8e8f234c,26-09-23,East,Clothing,4771.23,14,20,140.60,3%
209f3218,20-05-24,South,Electronics,4931.93,2,16,1931.16,39%
51e10f8f,28-12-23,North,Groceries,4373.61,3,48,1570.19,36%
1766c8d4,05-08-23,South,Sports,2362.23,17,17,1712.85,73%
0f98cbf2,29-11-23,South,Furniture,395.74,36,49,1699.19,429%
18cf5f2a,03-02-23,South,Electronics,3187.48,48,49,395.29,12%
b7647592,16-02-24,West,Sports,2283.91,26,9,688.35,30%
5cfaf7b8,05-03-24,South,Electronics,746.92,11,20,1818.56,243%
ac061898,14-01-24,East,Groceries,1376.70,4,35,376.45,27%
118f986a,23-02-24,North,Groceries,1650.34,20,32,1196.56,73%
95a11e67,25-09-24,South,Furniture,712.58,36,2,1948.49,273%
d7ac693d,26-09-23,North,Clothing,3581.25,31,47,1598.74,45%
a303aec5,22-08-24,West,Clothing,343.90,26,9,981.23,285%
5b4c0b14,02-08-24,West,Sports,4365.06,26,6,1719.37,39%
dd823831,16-11-23,West,Sports,1058.85,30,14,398.64,38%
d4716b50,03-06-24,North,Furniture,2178.38,23,14,1362.61,63%
d0a59b2e,09-11-23,East,Electronics,332.56,22,14,1456.73,438%
95a6a48a,03-10-23,North,Sports,2300.55,32,46,730.62,32%
35a4d509,28-12-23,West,Electronics,1755.84,7,15,502.31,29%
312eef57,06-10-23,South,Electronics,3122.58,25,0,548.28,18%
769f48a3,19-07-23,West,Sports,4619.16,33,35,209.34,5%
ebe1f0bb,17-07-23,South,Clothing,836.32,3,49,1641.49,196%
260d58de,26-09-23,West,Groceries,1283.45,17,38,1692.03,132%
83a3f09e,19-01-24,South,Groceries,3426.39,37,21,1777.66,52%
4facf67a,07-12-22,East,Groceries,4779.91,27,20,1955.13,41%
f38e450b,08-06-23,North,Sports,2331.26,31,16,291.45,13%
3c0e5570,04-07-23,West,Clothing,621.86,49,12,1076.28,173%
e1bf5833,19-08-24,West,Clothing,70.19,7,6,211.85,302%
cb6185fe,21-09-23,South,Groceries,1384.29,31,39,1117.27,81%
7eea010c,13-11-23,South,Furniture,3526.56,47,33,540.95,15%
262bf92f,15-06-23,North,Sports,3698.84,12,42,636.57,17%
375a2f78,23-06-23,North,Clothing,608.85,45,29,1707.37,280%
7158a2e3,22-09-23,East,Groceries,2851.88,43,45,1769.20,62%
96c904bd,01-02-24,South,Groceries,1583.95,8,16,760.12,48%
7416b009,02-06-23,East,Furniture,991.66,19,15,1795.98,181%
230b3e67,09-05-24,North,Groceries,1467.57,5,31,311.83,21%
ef78baf8,19-04-24,North,Electronics,1385.29,48,32,364.03,26%
e5867069,08-05-24,West,Clothing,3935.93,20,39,1135.71,29%
76bb107b,08-07-23,South,Furniture,1018.33,3,26,1343.23,132%
8e3a1169,16-11-23,East,Groceries,165.09,39,10,1711.43,1037%
5ad9b5ae,03-08-23,West,Groceries,2958.34,1,32,689.64,23%
1d7b4759,02-01-23,South,Clothing,1748.51,28,6,1292.22,74%
f6954053,19-12-22,East,Groceries,485.13,7,1,544.10,112%
9d14ae61,13-03-23,North,Clothing,3562.71,15,26,1032.01,29%
fae808a5,08-10-23,West,Groceries,3619.80,23,17,1810.83,50%
465f3b4f,13-06-24,North,Clothing,2570.06,20,30,1436.59,56%
a63c8a41,03-10-23,North,Clothing,3220.85,46,1,435.87,14%
241bc458,21-01-24,East,Sports,2470.21,33,16,1340.71,54%
d46d86e2,24-10-24,West,Furniture,4601.29,21,11,1870.90,41%
c83a8538,12-09-23,East,Furniture,494.42,43,14,742.75,150%
f77b3bab,05-03-24,West,Sports,3212.00,24,15,268.92,8%
49ae3b64,17-05-23,South,Groceries,3161.12,34,50,322.64,10%
4e21e954,01-01-23,North,Groceries,525.77,44,5,1045.77,199%
b6c609b8,02-12-23,West,Electronics,2669.79,2,19,132.98,5%
97dd7334,07-11-23,West,Groceries,3497.11,6,7,952.92,27%
3324bd63,11-01-23,South,Clothing,4324.06,34,14,150.58,3%
d7c04e1c,18-03-23,North,Groceries,4529.05,9,15,1406.72,31%
860f2786,27-02-24,East,Groceries,3740.01,4,7,1330.30,36%
4c8be557,01-06-23,South,Clothing,1741.35,32,37,1195.00,69%
33e1d08b,27-05-23,North,Sports,3208.93,37,15,212.46,7%
58312223,13-01-23,North,Furniture,4678.60,15,31,1304.37,28%
d7f5a04e,04-12-23,North,Groceries,4318.76,50,6,213.96,5%
28b4302a,06-03-23,East,Clothing,4402.77,4,36,61.49,1%
fcc37316,29-11-23,South,Clothing,92.58,41,39,534.05,577%
9769d2d6,02-01-23,South,Sports,2508.59,23,25,1852.47,74%
7106582d,15-11-23,East,Sports,3399.08,24,28,1782.82,52%
89f81270,13-05-24,North,Furniture,4153.20,31,23,1542.38,37%
